marque,modele,finition,annee,nb_occurrences
Abarth,Abarth 124 Spider,1.4 Turbo Turismo BVA,2019,1
Abarth,Abarth 500,1.4 Turbo T-Jet 595,2020,2
Abarth,Abarth 500,1.4 Turbo T-Jet 595,2022,1
Abarth,Abarth 500,1.4 Turbo T-Jet 595 Pista,2018,1
Abarth,Abarth 500,1.4 Turbo T-Jet 595 Turismo,2020,1
Abarth,Abarth 500,1.4 Turbo T-Jet 595 Turismo MSQ,2019,1
Abarth,Abarth 595,1.4 Turbo T-Jet 595,2017,1
Abarth,Abarth 595C,C 1.4 Turbo T-Jet 595 Scorpioneoro,2020,1
Alfa,Alfa Romeo Giulia,2.2 Sprint AT8,2020,1
Alfa,Alfa Romeo Giulia,2.2 Super AT8,2021,1
Alfa,Alfa Romeo Giulietta,1.4 TB MultiAir Super Alfa TCT,2018,1
Alfa,Alfa Romeo Giulietta,1.4 TJet Sprint,2019,1
Alfa,Alfa Romeo Giulietta,1.6 JTDM Giulietta,2017,1
Alfa,Alfa Romeo Giulietta,1.6 JTDM Super,2018,1
Alfa,Alfa Romeo Giulietta,2.0 JTDM Veloce Alfa TCT,2021,1
Alfa,Alfa Romeo Stelvio,2.2 Diesel Executive AT8,2018,1
Alfa,Alfa Romeo Stelvio,2.2 Diesel Q4 Super AT8,2017,1
Alfa,Alfa Romeo Tonale,1.5 Hybrid Sprint TCT7,2024,1
Alfa,Alfa Romeo Tonale,1.5 Hybrid VGT Veloce TCT7,2023,1
Audi,Audi A1,Sportback 1.0 TFSI Ultra Ambition Luxe S Tronic,2018,1
Audi,Audi A1,Sportback 1.0 TFSI Ultra S Line S Tronic,2017,2
Audi,Audi A1,Sportback 25 TFSI Advanced 2,2023,1
Audi,Audi A1,Sportback 25 TFSI Advanced 2 S Tronic 7,2021,1
Audi,Audi A1,Sportback 25 TFSI Advanced S Tronic 7,2019,1
Audi,Audi A1,Sportback 25 TFSI Design S Tronic 7,2021,1
Audi,Audi A1,Sportback 30 TFSI,2020,1
Audi,Audi A1,Sportback 30 TFSI,2023,1
Audi,Audi A1,Sportback 30 TFSI Advanced,2021,1
Audi,Audi A1,Sportback 30 TFSI Advanced S Tronic 7,2020,1
Audi,Audi A1,Sportback 30 TFSI Advanced S Tronic 7,2021,1
Audi,Audi A1,Sportback 30 TFSI Design,2019,1
Audi,Audi A1,Sportback 30 TFSI Design Luxe S Tronic 7,2021,1
Audi,Audi A1,Sportback 30 TFSI Design S Tronic 7,2018,3
Audi,Audi A1,Sportback 30 TFSI Design S Tronic 7,2020,1
Audi,Audi A1,Sportback 30 TFSI Design S Tronic 7,2021,1
Audi,Audi A1,Sportback 30 TFSI S Line S Tronic 7,2018,1
Audi,Audi A1,Sportback 30 TFSI S Line S Tronic 7,2019,1
Audi,Audi A1,Sportback 30 TFSI S Line S Tronic 7,2021,2
Audi,Audi A1,Sportback 40 TFSI S Line S Tronic 6,2019,1
Audi,Audi A1,Sportback 40 TFSI S Line S Tronic 7,2023,1
Audi,Audi A1 citycarver,30 TFSI S Tronic 7,2021,1
Audi,Audi A3,1.0 TFSI Sport,2017,1
Audi,Audi A3,Sportback 1.4 TFSI COD Sport S Tronic 7,2017,1
Audi,Audi A3,Sportback 2.0 TDI Design Luxe S Tronic 6,2018,1
Audi,Audi A3,Sportback 30 TDI Design Luxe S Tronic 7,2019,2
Audi,Audi A3,Sportback 30 TFSI S Line S Tronic 7,2019,2
Audi,Audi A3,Sportback 30 TFSI Sport Limited,2019,1
Audi,Audi A3,Sportback 30 TFSI mHEV Design S Tronic,2021,1
Audi,Audi A3,Sportback 35 TDI Design Luxe S Tronic 7,2021,1
Audi,Audi A3,Sportback 35 TDI S Tronic 7,2020,1
Audi,Audi A3,Sportback 35 TDI S Tronic 7,2023,1
Audi,Audi A3,Sportback 35 TFSI COD Design Luxe S Tronic 7,2019,1
Audi,Audi A3,Sportback 35 TFSI COD S Line S Tronic 7,2019,1
Audi,Audi A3,Sportback 35 TFSI COD S Line S Tronic 7,2021,1
Audi,Audi A3,Sportback 35 TFSI COD Sport S Tronic 7,2020,1
Audi,Audi A3,Sportback 35 TFSI mHEV Design S Tronic 7,2023,2
Audi,Audi A3,Sportback 35 TFSI mHEV S Line S Tronic 7,2022,1
Audi,Audi A3 Limousine,1.6 TDI S Tronic,2019,1
Audi,Audi A3 Limousine,2.0 TDI Design S Tronic 6,2017,1
Audi,Audi A3 Limousine,2.0 TDI S Tronic 7,2019,1
Audi,Audi A3 Limousine,35 TFSI mHEV S Line S Tronic 7,2021,1
Audi,Audi A4,1.4 TFSI S Line,2018,1
Audi,Audi A4,30 TDI S Line S Tronic,2021,1
Audi,Audi A4,40 TDI S Tronic,2020,1
Audi,Audi A4,Avant 1.4 TFSI S Line S Tronic,2018,1
Audi,Audi A4,Avant 35 TFSI S Line S Tronic 7,2022,1
Audi,Audi A4,Avant 40 TFSI Ultra Design Luxe S Tronic,2019,1
Audi,Audi A4,Avant 40 TFSI Ultra S Line S Tronic,2022,1
Audi,Audi A5 Sportback,40 TFSI S Line S Tronic 7,2020,3
Audi,Audi A5 Sportback,40 TFSI S Line S Tronic 7,2022,2
Audi,Audi A6,Avant 2.0 TDI S Line S Tronic Quattro,2018,1
Audi,Audi Q2,1.6 TDI Sport Edition,2017,1
Audi,Audi Q2,30 TDI Business Line S Tronic,2022,1
Audi,Audi Q2,35 TDI S Line Quattro S Tronic,2018,1
Audi,Audi Q2,35 TFSI COD Sport S Tronic,2019,2
Audi,Audi Q2,35 TFSI S Line S Tronic,2020,2
Audi,Audi Q2,35 TFSI S Tronic,2019,2
Audi,Audi Q2,35 TFSI S Tronic,2023,2
Audi,Audi Q3,1.4 TFSI COD S Line S Tronic,2018,2
Audi,Audi Q3,1.4 TFSI COD Ultra,2018,1
Audi,Audi Q3,2.0 TDI S Line Quattro S Tronic,2017,1
Audi,Audi Q3,2.0 TDI SLine S Tronic,2017,1
Audi,Audi Q3,35 TDI Design Luxe S Tronic 7,2019,1
Audi,Audi Q3,35 TDI S Line S Tronic 7,2020,2
Audi,Audi Q3,35 TDI S Line S Tronic 7,2022,2
Audi,Audi Q3,35 TFSI MHEV S Line S Tronic 7,2021,2
Audi,Audi Q3,35 TFSI S Line S Tronic 7,2021,1
Audi,Audi Q3,40 TFSI S Line Quattro S Tronic,2019,1
Audi,Audi Q3 Sportback,35 TDI Business Line S Tronic 7,2020,1
Audi,Audi Q3 Sportback,35 TDI S Line S Tronic 7,2021,2
Audi,Audi Q3 Sportback,35 TFSI S Tronic 7,2020,1
Audi,Audi Q5,2.0 TDI Design Quattro S Tronic 7,2017,1
Audi,Audi Q5,40 TDI Avus Quattro S Tronic 7,2020,2
Audi,Audi Q5,40 TDI S Line Quattro S Tronic 7,2019,1
Audi,Audi TT,Coupé 2.0 TFSI S Line,2017,2
Audi,Audi TT,Coupé 40 TFSI S Line S Tronic,2019,1
Audi,Audi TT,Coupé 40 TFSI S Line S Tronic,2020,1
BMW,BMW Série 1,116d M Sport BVA8,2018,1
BMW,BMW Série 1,116dA M Sport Ultimate,2019,1
BMW,BMW Série 1,116i Edition Sport DKG7,2021,2
BMW,BMW Série 1,116i M Sport,2017,1
BMW,BMW Série 1,116i M Sport Ultimate,2018,3
BMW,BMW Série 1,116i M Sport Ultimate,2019,1
BMW,BMW Série 1,116i UrbanChic,2019,1
BMW,BMW Série 1,118d BVA8,2018,1
BMW,BMW Série 1,118d BVA8,2019,1
BMW,BMW Série 1,118d M Sport BVA,2020,2
BMW,BMW Série 1,118d M Sport BVA8,2018,1
BMW,BMW Série 1,118i M Sport BVA8,2017,2
BMW,BMW Série 1,118i M Sport DKG7,2020,3
BMW,BMW Série 1,118i M Sport DKG7,2021,3
BMW,BMW Série 1,118i M Sport DKG7,2022,1
BMW,BMW Série 1,118i M Sport DKG7,2023,2
BMW,BMW Série 1,118iA M Sport Ultimate,2018,2
BMW,BMW Série 1,120d xDrive M Sport BVA,2023,1
BMW,BMW Série 2,Active Tourer 216d M Sport BVA6,2018,1
BMW,BMW Série 2,Active Tourer 216i M Sport,2018,1
BMW,BMW Série 2,Active Tourer 218d xDrive Luxury,2017,1
BMW,BMW Série 2,Active Tourer 225xe M Sport BVA6,2019,2
BMW,BMW Série 2,Active Tourer 225xeA Advantage,2018,1
BMW,BMW Série 2,Cabriolet 218d M Sport BVA8,2018,1
BMW,BMW Série 2,Gran Coupé 218d M Sport BV8,2021,1
BMW,BMW Série 2,Gran Coupé 218i M Sport Auto 7,2021,1
BMW,BMW Série 2,Gran Coupé 220i DKG7,2023,1
BMW,BMW Série 2,Gran Tourer 216d M Sport,2018,1
BMW,BMW Série 3,316d Lounge,2017,1
BMW,BMW Série 3,320d xDrive M Sport BVA8,2024,1
BMW,BMW Série 3,330e Hybride Sport BVA8,2018,2
BMW,BMW Série 3,330i M Sport BVA8,2020,1
BMW,BMW Série 3,GT 320d M Sport BVA8,2019,1
BMW,BMW Série 3,Touring 320d M Sport BVA8,2020,2
BMW,BMW Série 3,Touring 320i M Sport BVA8,2020,1
BMW,BMW Série 4,Coupé 420d M Sport BVA8,2022,2
BMW,BMW Série 4,Gran Coupé 420d M Sport BVA8,2019,1
BMW,BMW Série 5,520d M Sport BVA8,2020,1
BMW,BMW Série 5,530eA iPerformance Luxury,2017,1
BMW,BMW X1,sDrive16d xLine DKG7,2019,1
BMW,BMW X1,sDrive16d xLine DKG7,2021,1
BMW,BMW X1,sDrive18d M Sport BVA8,2017,1
BMW,BMW X1,sDrive18d xLine BVA8,2020,2
BMW,BMW X1,sDrive18i M Sport DKG7,2018,2
BMW,BMW X1,sDrive18i M Sport DKG7,2019,1
BMW,BMW X1,sDrive18i M Sport DKG7,2022,1
BMW,BMW X1,sDrive18i xLine,2020,1
BMW,BMW X1,sDrive18i xLine DKG7,2021,4
BMW,BMW X1,xDrive20d xLine BVA8,2019,1
BMW,BMW X1,xDrive25i M Sport BVA8,2017,1
BMW,BMW X2,sDrive16d Lounge,2019,1
BMW,BMW X2,sDrive18d BVA8,2020,1
BMW,BMW X2,sDrive18dA M Sport,2021,1
BMW,BMW X2,sDrive18i M Sport DKG7,2022,2
BMW,BMW X2,sDrive20i M Sport DKG7,2019,1
BMW,BMW X2,xDrive18d Lounge BVA8,2019,1
BMW,BMW X2,xDrive25e M Sport BVA6,2020,2
BMW,BMW X3,xDrive20dA M Sport,2020,1
BMW,BMW X3,xDrive20iA xLine,2017,2
BMW,BMW X4,xDrive30dA M Sport,2019,1
BMW,BMW Z4,sDrive30iA M Sport,2019,1
Citroen,Citroen Berlingo,Multispace Taille M 1.2 PureTech Feel BV6,2021,1
Citroen,Citroen Berlingo,Multispace Taille M 1.2 PureTech Feel Pack EAT8,2021,1
Citroen,Citroen Berlingo,Multispace Taille M 1.2 PureTech Shine BV6,2019,3
Citroen,Citroen Berlingo,Multispace Taille M 1.5 Blue-HDi Feel,2021,2
Citroen,Citroen Berlingo,Multispace Taille M 1.5 Blue-HDi Feel Pack BV6,2022,2
Citroen,Citroen Berlingo,Multispace Taille M 1.5 Blue-HDi Rip Curl,2021,2
Citroen,Citroen Berlingo,Multispace Taille M 1.5 Blue-HDi Shine BV6,2020,1
Citroen,Citroen Berlingo,Multispace Taille XL 1.5 Blue-HDi Shine BV6,2019,2
Citroen,Citroen C1,1.0 VTi Feel,2017,2
Citroen,Citroen C1,1.0 VTi Feel,2018,1
Citroen,Citroen C1,1.0 VTi Feel ETG,2018,1
Citroen,Citroen C1,1.0 VTi Live,2020,1
Citroen,Citroen C1,1.0 VTi Shine,2021,1
Citroen,Citroen C1,1.2 PureTech Feel Edition,2017,1
Citroen,Citroen C3,1.2 PureTech Elle,2018,2
Citroen,Citroen C3,1.2 PureTech Elle EAT6,2023,3
Citroen,Citroen C3,1.2 PureTech Feel,2017,1
Citroen,Citroen C3,1.2 PureTech Feel,2019,1
Citroen,Citroen C3,1.2 PureTech Feel,2020,1
Citroen,Citroen C3,1.2 PureTech Feel,2021,1
Citroen,Citroen C3,1.2 PureTech Feel BV6,2018,1
Citroen,Citroen C3,1.2 PureTech Feel Pack,2020,1
Citroen,Citroen C3,1.2 PureTech Feel Pack,2021,1
Citroen,Citroen C3,1.2 PureTech Feel Pack BV6,2021,1
Citroen,Citroen C3,1.2 PureTech Graphic,2018,1
Citroen,Citroen C3,1.2 PureTech Graphic,2019,3
Citroen,Citroen C3,1.2 PureTech Graphic,2020,2
Citroen,Citroen C3,1.2 PureTech Live,2020,2
Citroen,Citroen C3,1.2 PureTech Origins,2019,3
Citroen,Citroen C3,1.2 PureTech Origins,2020,2
Citroen,Citroen C3,1.2 PureTech Shine,2017,1
Citroen,Citroen C3,1.2 PureTech Shine,2018,6
Citroen,Citroen C3,1.2 PureTech Shine,2019,2
Citroen,Citroen C3,1.2 PureTech Shine,2020,2
Citroen,Citroen C3,1.2 PureTech Shine BV6,2019,3
Citroen,Citroen C3,1.2 PureTech Shine EAT6,2018,1
Citroen,Citroen C3,1.2 PureTech Shine EAT6,2019,2
Citroen,Citroen C3,1.2 PureTech Shine Pack,2021,2
Citroen,Citroen C3,1.2 PureTech Shine Pack BV6,2020,1
Citroen,Citroen C3,1.2 PureTech Shine Pack EAT6,2021,3
Citroen,Citroen C3,1.2 PureTech You,2023,3
Citroen,Citroen C3,1.2 PureTech You,2024,2
Citroen,Citroen C3,1.5 Blue-HDi Feel Pack,2021,2
Citroen,Citroen C3,1.5 Blue-HDi Shine BV6,2019,2
Citroen,Citroen C3,1.5 Blue-HDi Shine BV6,2023,1
Citroen,Citroen C3,1.6 Blue-HDi Feel,2017,1
Citroen,Citroen C3,1.6 Blue-HDi Feel Business,2018,1
Citroen,Citroen C3,1.6 Blue-HDi Shine,2017,1
Citroen,Citroen C3,1.6 Blue-HDi Shine,2018,1
Citroen,Citroen C3 Aircross,1.2 PureTech Feel,2018,1
Citroen,Citroen C3 Aircross,1.2 PureTech Feel EAT6,2018,1
Citroen,Citroen C3 Aircross,1.2 PureTech Feel EAT6,2019,2
Citroen,Citroen C3 Aircross,1.2 PureTech Feel Pack BV6,2021,1
Citroen,Citroen C3 Aircross,1.2 PureTech Shine,2018,2
Citroen,Citroen C3 Aircross,1.2 PureTech Shine BV6,2020,3
Citroen,Citroen C3 Aircross,1.2 PureTech Shine BV6,2023,1
Citroen,Citroen C3 Aircross,1.2 PureTech Shine EAT6,2018,6
Citroen,Citroen C3 Aircross,1.2 PureTech Shine EAT6,2019,1
Citroen,Citroen C3 Aircross,1.2 PureTech Shine EAT6,2021,1
Citroen,Citroen C3 Aircross,1.2 PureTech Shine Pack BV6,2021,1
Citroen,Citroen C3 Aircross,1.2 PureTech Shine Pack EAT6,2022,1
Citroen,Citroen C3 Aircross,1.5 Blue-HDi Feel Business BV6,2020,1
Citroen,Citroen C3 Aircross,1.5 Blue-HDi Feel Pack Business EAT6,2022,1
Citroen,Citroen C3 Aircross,1.5 Blue-HDi Shine BV6,2020,1
Citroen,Citroen C3 Aircross,1.5 Blue-HDi Shine BV6,2021,2
Citroen,Citroen C3 Aircross,1.5 Blue-HDi Shine Pack BV6,2021,1
Citroen,Citroen C3 Aircross,1.5 Blue-HDi Shine Pack EAT6,2022,2
Citroen,Citroen C3 Aircross,1.6 Blue-HDi Feel,2017,1
Citroen,Citroen C4,1.2 PureTech Feel Pack EAT8,2022,1
Citroen,Citroen C4,1.2 PureTech Millenium,2018,4
Citroen,Citroen C4,1.2 PureTech Shine BV6,2021,1
Citroen,Citroen C4,1.2 PureTech Shine EAT8,2021,2
Citroen,Citroen C4,1.2 PureTech Shine EAT8,2022,1
Citroen,Citroen C4,1.2 PureTech Shine Pack EAT8,2022,1
Citroen,Citroen C4,1.5 Blue-HDi Feel EAT8,2021,3
Citroen,Citroen C4,1.5 Blue-HDi Feel Pack Business EAT8,2021,1
Citroen,Citroen C4,1.5 Blue-HDi Feel Pack EAT8,2022,1
Citroen,Citroen C4,1.5 Blue-HDi Shine BV6,2021,1
Citroen,Citroen C4,1.5 Blue-HDi Shine EAT8,2023,1
Citroen,Citroen C4 Cactus,1.2 PureTech Feel,2017,1
Citroen,Citroen C4 Cactus,1.2 PureTech Feel BV6,2020,1
Citroen,Citroen C4 Cactus,1.2 PureTech Shine,2017,1
Citroen,Citroen C4 Cactus,1.2 PureTech Shine BV6,2019,6
Citroen,Citroen C4 Cactus,1.2 PureTech Shine EAT6,2019,2
Citroen,Citroen C4 Cactus,1.5 Blue-HDi C-Series EAT6,2020,1
Citroen,Citroen C4 Cactus,1.5 Blue-HDi Feel Business BV6,2019,2
Citroen,Citroen C4 Cactus,1.5 Blue-HDi Feel Business EAT6,2020,1
Citroen,Citroen C4 Grand Picasso,1.2 PureTech Feel,2017,1
Citroen,Citroen C4 Grand Picasso,1.2 PureTech Shine BV6,2019,1
Citroen,Citroen C4 Grand Spacetourer,1.5 Blue-HDi Business BV6,2021,1
Citroen,Citroen C4 Grand Spacetourer,1.5 Blue-HDi Shine EAT8,2019,1
Citroen,Citroen C4 Picasso,(2) 1.2 PureTech Feel BV6,2018,1
Citroen,Citroen C4 Picasso,(2) 1.2 PureTech Live BV6,2017,1
Citroen,Citroen C4 Picasso,(2) 1.2 PureTech Shine BV6,2018,2
Citroen,Citroen C4 Picasso,(2) 1.2 PureTech Shine EAT6,2019,1
Citroen,Citroen C4 Spacetourer,1.5 Blue-HDi Feel BV6,2019,2
Citroen,Citroen C5 Aircross,1.2 PureTech Feel BV6,2019,1
Citroen,Citroen C5 Aircross,1.2 PureTech Feel BV6,2020,1
Citroen,Citroen C5 Aircross,1.2 PureTech Live BV6,2020,1
Citroen,Citroen C5 Aircross,1.2 PureTech Shine,2020,1
Citroen,Citroen C5 Aircross,1.2 PureTech Shine EAT8,2022,2
Citroen,Citroen C5 Aircross,1.5 Blue-HDi Business EAT8,2020,1
Citroen,Citroen C5 Aircross,1.5 Blue-HDi Feel BV6,2018,1
Citroen,Citroen C5 Aircross,1.5 Blue-HDi Feel EAT8,2020,2
Citroen,Citroen C5 Aircross,1.5 Blue-HDi Shine EAT8,2020,1
Citroen,Citroen C5 Aircross,1.5 Blue-HDi Shine EAT8,2023,2
Citroen,Citroen C5 Aircross,1.5 Blue-HDi Shine Pack EAT8,2020,1
Citroen,Citroen C5 Aircross,1.5 Blue-HDi Shine Pack EAT8,2021,1
Citroen,Citroen C5 Aircross,1.6 Hybrid Shine Pack e-EAT8,2020,2
Citroen,Citroen C5 Aircross,1.6 Hybrid Shine e-EAT8,2021,1
Citroen,Citroen C5 Aircross,1.6 PureTech Feel EAT8,2020,1
Citroen,Citroen C5 Aircross,1.6 PureTech Shine EAT8,2019,3
Citroen,Citroen C5 Aircross,2.0 Blue-HDi Shine EAT8,2020,1
Citroen,Citroen C5 X,1.6 PureTech Shine EAT8,2022,1
Citroen,Citroen C5 X,1.6 PureTech Shine EAT8,2023,2
Citroen,Citroen DS3,1.2 PureTech Connected Chic EAT6,2018,1
Citroen,Citroen DS3,1.2 PureTech Performance Line,2018,1
Citroen,Citroen DS3 Cabrio,Cabriolet 1.2 PureTech Performance Line Automatique,2019,1
Citroen,Citroen DS3 Cabrio,Cabriolet 1.2 PureTech So Chic EAT6,2017,2
Citroen,Citroen DS4,1.2 PureTech Be Chic BV6,2018,1
Citroen,Citroen DS4 Crossback,1.2 PureTech Sport Chic,2018,2
Citroen,Citroen DS5,2.0 Blue-HDi Sport Chic EAT6,2017,1
Citroen,Citroen DS5,2.0 Blue-HDi Sport Chic EAT6,2018,1
Citroen,Citroen Spacetourer,Taille M 1.5 Blue-HDi Feel BV6,2020,1
Cupra,Cupra Formentor,1.4 e-Hybrid V DSG6,2022,1
Cupra,Cupra Formentor,1.5 TSI Business Edition DSG7,2023,1
Cupra,Cupra Leon,1.5 eTSI V DSG7,2023,1
Cupra,Cupra Leon,2.0 TSI V DSG7,2022,1
DS,DS Automobiles DS3,1.2 PureTech Forever Automatique,2019,1
DS,DS Automobiles DS3,1.2 PureTech Performance Line + EAT8,2022,1
DS,DS Automobiles DS3,1.2 PureTech Performance Line + EAT8,2023,1
DS,DS Automobiles DS3,1.2 PureTech So Chic EAT6,2019,1
DS,DS Automobiles DS3 Crossback,1.2 PureTech Grand Chic Automatique,2019,1
DS,DS Automobiles DS3 Crossback,1.2 PureTech Grand Chic Automatique,2020,4
DS,DS Automobiles DS3 Crossback,1.2 PureTech La Premiere Automatique,2019,1
DS,DS Automobiles DS3 Crossback,1.2 PureTech Performance Line + EAT8,2022,1
DS,DS Automobiles DS3 Crossback,1.2 PureTech So Chic,2021,1
DS,DS Automobiles DS3 Crossback,1.2 PureTech So Chic Automatique,2019,1
DS,DS Automobiles DS3 Crossback,1.2 PureTech Toits de Paris EAT8,2022,1
DS,DS Automobiles DS3 Crossback,1.5 Blue-HDi Grand Chic,2019,1
DS,DS Automobiles DS3 Crossback,1.5 Blue-HDi Grand Chic Automatique,2019,1
DS,DS Automobiles DS3 Crossback,1.5 Blue-HDi Rivoli EAT8,2022,2
DS,DS Automobiles DS3 Crossback,1.5 Blue-HDi So Chic Automatique,2021,2
DS,DS Automobiles DS4,1.6 E-Tense Hybride Performance Line + EAT8,2022,1
DS,DS Automobiles DS4,1.6 E-Tense Hybride Rivoli EAT8,2021,2
DS,DS Automobiles DS7,1.5 Blue-HDi Opera EAT8,2022,2
DS,DS Automobiles DS7 Crossback,1.5 Blue-HDi Performance Line + Automatique,2020,1
DS,DS Automobiles DS7 Crossback,1.5 Blue-HDi Performance Line + Automatique,2021,1
DS,DS Automobiles DS7 Crossback,1.5 Blue-HDi Performance Line Automatique,2021,1
DS,DS Automobiles DS7 Crossback,1.6 E-Tense 4x4 Grand Chic Automatique,2020,1
DS,DS Automobiles DS7 Crossback,1.6 E-Tense 4x4 Rivoli Automatique,2021,2
DS,DS Automobiles DS7 Crossback,1.6 PureTech Grand Chic Automatique,2018,1
DS,DS Automobiles DS7 Crossback,1.6 PureTech La Premiere Automatique,2018,1
DS,DS Automobiles DS7 Crossback,1.6 PureTech Performance Line + Automatique,2018,1
DS,DS Automobiles DS7 Crossback,1.6 PureTech Performance Line Automatique,2020,2
Dacia,Dacia Dokker,1.3 TCe Essentiel,2019,1
Dacia,Dacia Duster,1.0 TCe Essential 4x2,2020,1
Dacia,Dacia Duster,1.0 TCe Essentiel 4x2,2020,1
Dacia,Dacia Duster,1.0 TCe Prestige 4x2,2021,1
Dacia,Dacia Duster,1.2 TCe Prestige 4x2,2018,3
Dacia,Dacia Duster,1.3 TCe Confort 4x2,2021,1
Dacia,Dacia Duster,1.3 TCe Journey 4x2,2023,1
Dacia,Dacia Duster,1.3 TCe Journey 4x2 EDC,2023,1
Dacia,Dacia Duster,1.3 TCe Prestige 4x2,2019,2
Dacia,Dacia Duster,1.3 TCe Prestige 4x2,2021,2
Dacia,Dacia Duster,1.5 Blue dCi 15 Ans 4x2,2021,1
Dacia,Dacia Duster,1.5 Blue dCi SL Extreme 4x2,2022,1
Dacia,Dacia Duster,1.5 dCi Blue Confort 4x2,2020,2
Dacia,Dacia Duster,1.5 dCi Blue Prestige 4x2,2019,5
Dacia,Dacia Duster,1.5 dCi Blue Prestige 4x2,2020,4
Dacia,Dacia Duster,1.5 dCi Blue Prestige 4x2,2021,1
Dacia,Dacia Duster,1.5 dCi Blue Prestige 4x2,2022,1
Dacia,Dacia Duster,1.5 dCi Blue Prestige 4x4,2021,3
Dacia,Dacia Duster,1.6 SCe Essentiel 4x2,2018,2
Dacia,Dacia Jogger,1.0 TCe SL Extreme +,2022,1
Dacia,Dacia Jogger,1.0 TCe SL Extreme +,2023,2
Dacia,Dacia Jogger,1.6 Hybrid Expression,2023,2
Dacia,Dacia Lodgy,1.5 Blue dCi 15 ans,2020,2
Dacia,Dacia Logan MCV,1.5 dCi Blue Techroad,2019,1
Dacia,Dacia Sandero,0.9 TCe Explorer,2017,3
Dacia,Dacia Sandero,1.0 SCe City+,2020,1
Dacia,Dacia Sandero,1.0 TCe Comfort CVT,2022,1
Dacia,Dacia Sandero,1.0 TCe Expression,2023,1
Dacia,Dacia Sandero,1.0 TCe Expression CVT,2023,2
Dacia,Dacia Sandero,1.0 TCe Expression CVT,2024,2
Dacia,Dacia Sandero,1.5 dCi Blue Techroad,2019,1
Dacia,Dacia Sandero,Stepway 0.9 TCe,2017,2
Dacia,Dacia Sandero,Stepway 0.9 TCe,2018,1
Dacia,Dacia Sandero,Stepway 0.9 TCe Comfort,2019,1
Dacia,Dacia Sandero,Stepway 1.0 SCe Urban,2018,2
Dacia,Dacia Sandero,Stepway 1.0 SCe Urban,2019,1
Dacia,Dacia Sandero,Stepway 1.0 TCe,2020,2
Dacia,Dacia Sandero,Stepway 1.0 TCe CVT,2021,1
Dacia,Dacia Sandero,Stepway 1.0 TCe Confort,2021,5
Dacia,Dacia Sandero,Stepway 1.0 TCe Confort CVT,2021,2
Dacia,Dacia Sandero,Stepway 1.0 TCe Confort CVT,2022,1
Dacia,Dacia Sandero,Stepway 1.0 TCe Essentiel,2021,1
Dacia,Dacia Sandero,Stepway 1.0 TCe Essentiel,2022,1
Dacia,Dacia Sandero,Stepway 1.0 TCe Expression,2023,4
Dacia,Dacia Sandero,Stepway 1.0 TCe Expression CVT,2023,3
Dacia,Dacia Sandero,Stepway 1.5 dCi Blue,2018,1
Dacia,Dacia Sandero,Stepway 1.5 dCi Blue,2019,1
Dacia,Dacia Sandero,Stepway 1.5 dCi Blue,2020,2
Fiat,Fiat 500,0.9 TwinAir Lounge,2018,1
Fiat,Fiat 500,1.0 Hybrid BSG DolceVita,2022,1
Fiat,Fiat 500,1.0 Hybrid BSG Dolcevita,2022,7
Fiat,Fiat 500,1.0 Hybrid BSG Lounge,2020,1
Fiat,Fiat 500,1.0 Hybrid BSG Lounge,2021,1
Fiat,Fiat 500,1.0 Hybrid BSG Sport,2021,1
Fiat,Fiat 500,1.0 Hybride BSG Star,2020,2
Fiat,Fiat 500,1.2 Lounge,2017,2
Fiat,Fiat 500,1.2 Lounge,2018,3
Fiat,Fiat 500,1.2 Lounge,2020,2
Fiat,Fiat 500,1.2 Lounge Dualogic,2018,2
Fiat,Fiat 500,1.2 Lounge Dualogic,2019,3
Fiat,Fiat 500,1.2 Star,2019,4
Fiat,Fiat 500,1.2 Star,2020,1
Fiat,Fiat 500,1.2 Star Dualogic,2020,1
Fiat,Fiat 500C,C 1.0 BSG Lounge,2020,1
Fiat,Fiat 500C,C 1.0 BSG Star,2020,1
Fiat,Fiat 500C,C 1.0 Hybrid BSG Dolcevita,2021,1
Fiat,Fiat 500C,C 1.2 Lounge,2017,1
Fiat,Fiat 500C,C 1.2 Lounge,2018,1
Fiat,Fiat 500C,C 1.2 Star,2019,1
Fiat,Fiat 500C,C 1.2 Star Dualogic,2020,1
Fiat,Fiat 500L,1.4 Sport,2020,2
Fiat,Fiat 500X,1.0 FireFly T T3 Cross,2019,5
Fiat,Fiat 500X,1.3 FireFly T T4 Cross DCT,2019,1
Fiat,Fiat 500X,1.3 FireFly T T4 Cross DCT,2021,1
Fiat,Fiat 500X,1.3 FireFly T T4 Lounge DCT,2020,1
Fiat,Fiat 500X,1.4 MultiAir City Cross 4x2 DCT,2018,1
Fiat,Fiat 500X,1.6 MultiJet City Cross,2019,1
Fiat,Fiat 500X,1.6 MultiJet Cross 4x2,2021,1
Fiat,Fiat 500X,1.6 MultiJet Hey Google,2021,1
Fiat,Fiat 500X,2.0 MultiJet Cross 4x4,2017,1
Fiat,Fiat Panda,(2) 1.0 Hybride BSG City Cross Launch Edition,2020,1
Fiat,Fiat Panda,1.0 Hybride BSG City Life,2021,1
Fiat,Fiat Panda,1.0 Hybride BSG Cross,2023,1
Fiat,Fiat Panda,1.0 Hybride BSG Cross,2024,1
