marque,modele,kilometrage,carburant,transmission,puissance,nb_ancien_proprietaire,classe_vehicule,couleur,sellerie,emission_CO2,crit_air,usage_commerciale_anterieure,annee,prix_neuf,Mise_en_circulation
SKODA,SKODA KAMIQ,57634.0,Essence,Boite de vitesse automatique,150,2,SUV,Gris,Tissu ,136.0,Crit'Air 1,Non,2022,33690.0,09/02/2022
RENAULT,RENAULT CAPTUR,73131.0,Essence,Boite de vitesse automatique,120,4,SUV,Orange,Mi-cuir ,125.0,Crit'Air 1,Non,2018,24000.0,09/05/2018
RENAULT,RENAULT CAPTUR,16167.0,Essence,Boite de vitesse manuelle,140,1,SUV,Bleu,Mi-cuir ,132.0,Crit'Air 1,Non,2022,29100.0,09/05/2022
PEUGEOT,PEUGEOT 308,71583.0,Essence,Boite de vitesse manuelle,130,2,Berline,Bleu,Mi-cuir ,107.0,Crit'Air 1,Non,2018,27760.0,09/03/2018
NISSAN,NISSAN QASHQAI,56261.0,Essence,Boite de vitesse automatique,158,2,SUV,Gris,Tissu ,144.0,Crit'Air 1,Oui,2022,39670.0,09/02/2022
PEUGEOT,PEUGEOT 108,30862.0,Essence,Boite de vitesse manuelle,82,5,Citadine,Gris,Tissu ,99.0,Crit'Air 1,Oui,2018,14350.0,09/04/2018
PEUGEOT,PEUGEOT 208,32516.0,Essence,Boite de vitesse manuelle,75,2,Citadine,Jaune,Tissu ,119.0,Crit'Air 1,Non,2022,21420.0,09/07/2022
SUZUKI,SUZUKI SWIFT,27738.0,Essence,Boite de vitesse manuelle,83,2,Citadine,Bleu,Tissu ,106.0,Crit'Air 1,Non,2023,19700.0,09/08/2023
VOLKSWAGEN,VOLKSWAGEN T-ROC,36136.0,Essence,Boite de vitesse automatique,150,2,SUV,Noir,Cuir ,152.0,Crit'Air 1,Unknown,2021,35880.0,09/02/2021
MERCEDES,MERCEDES-BENZ GLA,67844.0,Diesel,Boite de vitesse automatique,150,1,SUV,Blanc,Mi-cuir ,142.0,Crit'Air 2,Non,2021,44700.0,09/12/2021
PEUGEOT,PEUGEOT 308,95099.0,Diesel,Boite de vitesse automatique,180,3,Berline,Blanc,Mi-cuir ,116.0,Crit'Air 2,Non,2018,37225.0,09/03/2018
PEUGEOT,PEUGEOT 208,64124.0,Essence,Boite de vitesse manuelle,100,3,Citadine,Gris,Mi-cuir ,96.0,Crit'Air 1,Oui,2019,22573.333333333332,09/12/2019
DACIA,DACIA DUSTER,81575.0,Essence,Boite de vitesse manuelle,125,2,SUV,Beige,Tissu ,138.0,Crit'Air 1,Non,2018,17950.0,09/03/2018
VOLKSWAGEN,VOLKSWAGEN T-ROC,91640.0,Essence,Boite de vitesse manuelle,150,Inconnu,SUV,Blanc,Tissu ,121.0,Crit'Air 1,Non,2018,32111.666666666668,09/05/2018
RENAULT,RENAULT CLIO,71731.0,Essence,Boite de vitesse manuelle,76,4,Citadine,Noir,Tissu ,113.0,Crit'Air 1,Oui,2019,18580.0,09/05/2019
ABARTH,ABARTH 500,49865.0,Essence,Boite de vitesse manuelle,160,2,Citadine,Bleu,Tissu ,139.0,Crit'Air 1,Non,2018,21500.0,09/10/2018
VOLKSWAGEN,VOLKSWAGEN POLO,54930.0,Essence,Boite de vitesse manuelle,95,2,Citadine,Gris,Tissu ,104.0,Crit'Air 1,Non,2019,20720.0,09/09/2019
FORD,FORD FIESTA,94755.0,Essence,Boite de vitesse automatique,100,2,Citadine,Noir,Mi-cuir ,118.0,Crit'Air 1,Non,2018,23550.0,09/03/2018
VOLKSWAGEN,VOLKSWAGEN TAIGO,49910.0,Essence,Boite de vitesse automatique,150,Inconnu,SUV,Gris,Tissu ,140.0,Crit'Air 1,Non,2022,34360.0,09/07/2022
RENAULT,RENAULT GRAND SCENIC,95484.0,Essence,Boite de vitesse automatique,140,3,Monospace,Gris,Mi-cuir ,124.0,Crit'Air 1,Oui,2018,33733.333333333336,09/06/2018
FORD,FORD FIESTA,98408.0,Essence,Boite de vitesse manuelle,100,3,Citadine,Noir,Tissu ,97.0,Crit'Air 1,Non,2017,18407.5,09/10/2017
DACIA,DACIA SANDERO,22227.0,Ethanol,Boite de vitesse automatique,91,Inconnu,Citadine,Gris,Tissu ,140.0,Crit'Air 1,Non,2021,16590.0,09/11/2021
AUDI,AUDI A1,33162.0,Essence,Boite de vitesse automatique,110,Inconnu,Citadine,Rouge,Tissu ,134.0,Crit'Air 1,Non,2021,30655.0,09/12/2021
JEEP,JEEP RENEGADE,39563.0,Essence,Boite de vitesse manuelle,120,1,SUV,Bleu,Tissu ,135.0,Crit'Air 1,Non,2018,26700.0,09/12/2018
KIA,KIA STONIC,55690.0,Essence,Boite de vitesse manuelle,100,3,SUV,Rouge,Tissu ,139.0,Crit'Air 1,Non,2020,21870.0,09/06/2020
MERCEDES,MERCEDES-BENZ GLA,78367.0,Essence,Boite de vitesse automatique,156,3,SUV,Gris,Cuir ,142.0,Crit'Air 1,Non,2019,40750.0,09/04/2019
PEUGEOT,PEUGEOT 5008,80166.0,Essence,Boite de vitesse automatique,130,2,SUV,Gris,Mi-cuir ,143.75,Crit'Air 1,Unknown,2019,37337.5,09/12/2019
RENAULT,RENAULT CLIO,55078.0,Essence,Boite de vitesse manuelle,100,3,Citadine,Bleu,Tissu ,100.0,Crit'Air 1,Non,2019,21300.0,09/12/2019
MINI,MINI CLUBMAN,76821.0,Essence,Boite de vitesse automatique,192,Inconnu,Break,Bleu,Mi-cuir ,146.0,Crit'Air 1,Non,2018,38755.454545454544,09/07/2018
PEUGEOT,PEUGEOT 3008,36209.0,Diesel,Boite de vitesse manuelle,130,2,SUV,Bleu,Mi-cuir ,130.0,Crit'Air 2,Non,2022,39100.0,09/06/2022
NISSAN,NISSAN QASHQAI,55348.0,Essence,Boite de vitesse automatique,160,Inconnu,SUV,Noir,Tissu ,125.0,Crit'Air 1,Non,2020,34550.0,09/03/2020
FIAT,FIAT TIPO,78911.0,Diesel,Boite de vitesse manuelle,95,Inconnu,Break,Beige,Tissu ,102.0,Crit'Air 2,Non,2019,23140.0,09/12/2019
KIA,KIA STONIC,98314.0,Diesel,Boite de vitesse manuelle,110,2,SUV,Noir,Cuir ,109.0,Crit'Air 2,Unknown,2018,24990.0,09/01/2018
BMW,BMW SÉRIE 3,4501.0,Diesel,Boite de vitesse automatique,190,1,Berline,Noir,Cuir ,137.0,Crit'Air 2,Non,2024,62150.0,09/04/2024
SEAT,SEAT ARONA,37740.0,Essence,Boite de vitesse automatique,115,1,SUV,Bleu,Tissu ,138.0,Crit'Air 1,Non,2020,26500.0,09/09/2020
PEUGEOT,PEUGEOT 408,7296.0,Essence,Boite de vitesse automatique,136,1,Berline,Blanc,Mi-cuir ,114.0,Crit'Air 1,Non,2024,41300.0,09/09/2024
MINI,MINI MINI,49241.0,Essence,Boite de vitesse manuelle,102,2,Citadine,Noir,Tissu ,122.0,Crit'Air 1,Non,2019,26250.0,09/05/2019
RENAULT,RENAULT ARKANA,37497.0,Essence,Boite de vitesse automatique,160,2,SUV,Gris,Mi-cuir ,132.0,Crit'Air 1,Oui,2021,34650.0,09/12/2021
TOYOTA,TOYOTA AYGO,38610.0,Essence,Boite de vitesse manuelle,72,4,Citadine,Gris,Tissu ,93.0,Crit'Air 1,Oui,2019,14265.0,09/01/2019
RENAULT,RENAULT GRAND SCENIC,42571.0,Essence,Boite de vitesse automatique,140,2,Monospace,Beige,Tissu ,132.0,Crit'Air 1,Non,2019,35750.0,09/06/2019
PEUGEOT,PEUGEOT 308,9283.0,Diesel,Boite de vitesse automatique,130,2,Berline,Gris,Tissu ,93.0,Crit'Air 2,Non,2018,32875.0,09/09/2018
SUZUKI,SUZUKI S-CROSS,12512.0,Essence,Boite de vitesse manuelle,129,1,SUV,Bleu,Mi-cuir ,133.0,Crit'Air 1,Non,2023,34240.0,09/04/2023
PEUGEOT,PEUGEOT 5008,86781.0,Diesel,Boite de vitesse automatique,130,Inconnu,SUV,Blanc,Mi-cuir ,141.0,Crit'Air 2,Non,2021,48760.0,09/07/2021
HYUNDAI,HYUNDAI KONA,98988.0,Hybride,Boite de vitesse automatique,141,2,SUV,Noir,Mi-cuir ,90.0,Crit'Air 1,Oui,2019,29950.0,09/08/2019
PEUGEOT,PEUGEOT 308,86589.0,Diesel,Boite de vitesse automatique,130,2,Berline,Bleu,Mi-cuir ,122.0,Crit'Air 2,Non,2021,33825.0,09/06/2021
RENAULT,RENAULT CLIO,21704.0,Essence,Boite de vitesse manuelle,90,1,Citadine,Blanc,Tissu ,113.0,Crit'Air 1,Unknown,2017,17400.0,09/10/2017
KIA,KIA PRO_CEE'D,40776.0,Essence,Boite de vitesse automatique,204,3,Break,Blanc,Mi-cuir ,142.0,Crit'Air 1,Oui,2019,36240.0,09/04/2019
OPEL,OPEL INSIGNIA GRAND SPORT,35461.0,Essence,Boite de vitesse automatique,165,1,Berline,Bleu,Mi-cuir ,136.0,Crit'Air 1,Unknown,2017,33500.0,09/11/2017
VOLKSWAGEN,VOLKSWAGEN TIGUAN,90173.0,Diesel,Boite de vitesse automatique,150,3,SUV,Noir,Mi-cuir ,169.0,Crit'Air 2,Non,2021,51795.0,09/05/2021
CITROEN,CITROEN C3 AIRCROSS,29885.0,Essence,Boite de vitesse manuelle,110,1,SUV,Gris,Tissu ,136.0,Crit'Air 1,Non,2021,25000.0,09/02/2021
VOLKSWAGEN,VOLKSWAGEN T-CROSS,13354.0,Essence,Boite de vitesse automatique,110,Inconnu,SUV,Gris,Mi-cuir ,143.0,Crit'Air 1,Non,2023,30022.5,09/09/2023
OPEL,OPEL MOKKA,62317.0,Essence,Boite de vitesse manuelle,130,1,SUV,Blanc,Mi-cuir ,126.0,Crit'Air 1,Non,2021,32500.0,09/08/2021
PEUGEOT,PEUGEOT 3008,64584.0,Essence,Boite de vitesse manuelle,130,4,SUV,Blanc,Mi-cuir ,117.0,Crit'Air 1,Oui,2018,33966.666666666664,09/11/2018
SKODA,SKODA SUPERB,24089.0,Diesel,Boite de vitesse automatique,150,2,Berline,Blanc,Alcantara ,138.0,Crit'Air 2,Oui,2022,49892.5,09/01/2023
AUDI,AUDI Q2,81314.0,Essence,Boite de vitesse automatique,150,Inconnu,SUV,Noir,Tissu ,121.0,Crit'Air 1,Non,2019,36446.666666666664,09/07/2019
BMW,BMW X1,66840.0,Essence,Boite de vitesse automatique,230,2,SUV,Bleu,Cuir ,149.0,Crit'Air 1,Non,2017,50950.0,09/08/2017
PEUGEOT,PEUGEOT 2008,60914.0,Diesel,Boite de vitesse automatique,131,2,SUV,Noir,Mi-cuir ,132.0,Crit'Air 2,Oui,2022,32776.0,09/10/2022
CITROEN,CITROEN C3 AIRCROSS,68435.0,Essence,Boite de vitesse manuelle,110,2,SUV,Blanc,Tissu ,125.4,Crit'Air 1,Unknown,2020,22810.0,09/01/2020
SUZUKI,SUZUKI SWIFT,44824.0,Essence,Boite de vitesse manuelle,83,1,Citadine,Gris,Tissu ,106.0,Crit'Air 1,Non,2021,19700.0,09/04/2021
MINI,MINI MINI,33382.0,Essence,Boite de vitesse automatique,102,1,Citadine,Noir,Mi-cuir ,117.0,Crit'Air 1,Non,2019,28450.0,09/02/2019
NISSAN,NISSAN X-TRAIL,84877.0,Diesel,Boite de vitesse manuelle,150,2,SUV,Gris,Cuir ,138.0,Crit'Air 2,Oui,2020,39977.77777777778,09/02/2020
DS,DS AUTOMOBILES DS7 CROSSBACK,30752.0,Hybride,Boite de vitesse automatique,300,2,SUV,Blanc,Cuir ,31.0,Crit'Air 1,Non,2021,64900.0,09/11/2021
PEUGEOT,PEUGEOT 508,89705.0,Diesel,Boite de vitesse automatique,181,2,Berline,Gris,Cuir ,105.0,Crit'Air 2,Oui,2017,41100.0,09/03/2017
DACIA,DACIA DOKKER,75924.0,Essence,Boite de vitesse manuelle,100,2,Monospace,Blanc,Tissu ,157.0,Crit'Air 1,Unknown,2019,13300.0,09/11/2019
CITROEN,CITROEN C3 AIRCROSS,48861.0,Essence,Boite de vitesse automatique,110,1,SUV,Beige,Tissu ,126.0,Crit'Air 1,Non,2018,23675.0,09/03/2018
BMW,BMW X1,19703.0,Essence,Boite de vitesse manuelle,140,2,SUV,Blanc,Mi-cuir ,125.0,Crit'Air 1,Non,2020,38900.0,09/01/2020
KIA,KIA CEE'D,35506.0,Essence,Boite de vitesse manuelle,120,2,Berline,Gris,Tissu ,126.0,Crit'Air 1,Oui,2022,29335.29411764706,09/06/2022
MINI,MINI MINI,36642.0,Essence,Boite de vitesse automatique,231,Inconnu,Citadine,Vert,Tissu ,156.0,Crit'Air 1,Non,2022,42011.11111111111,09/03/2022
RENAULT,RENAULT ARKANA,51687.0,Essence,Boite de vitesse automatique,140,2,SUV,Gris,Mi-cuir ,133.0,Crit'Air 1,Non,2021,32775.0,09/06/2021
KIA,KIA XCEED,76361.0,Diesel,Boite de vitesse automatique,115,3,SUV,Gris,Mi-cuir ,150.0,Crit'Air 2,Oui,2020,30415.0,09/07/2020
FORD,FORD FOCUS,66637.0,Diesel,Boite de vitesse manuelle,120,2,Berline,Gris,Tissu ,90.0,Crit'Air 2,Non,2018,27550.0,09/08/2018
RENAULT,RENAULT CLIO,47971.0,Essence,Boite de vitesse manuelle,91,2,Citadine,Gris,Tissu ,118.0,Crit'Air 1,Non,2021,19475.0,09/08/2021
VOLKSWAGEN,VOLKSWAGEN GOLF VIII,46844.0,Essence,Boite de vitesse automatique,150,2,Berline,Blanc,Alcantara ,135.0,Crit'Air 1,Non,2020,35365.0,09/09/2020
SKODA,SKODA KAMIQ,42535.0,Essence,Boite de vitesse automatique,150,2,SUV,Gris,Tissu ,136.0,Crit'Air 1,Non,2022,33690.0,09/07/2022
DACIA,DACIA LOGAN MCV,74575.0,Diesel,Boite de vitesse manuelle,95,3,Break,Rouge,Tissu ,103.0,Crit'Air 2,Unknown,2019,16060.0,09/10/2019
FORD,FORD PUMA,42624.0,Essence,Boite de vitesse automatique,155,Inconnu,SUV,Noir,Tissu ,127.0,Crit'Air 1,Non,2023,34816.666666666664,09/09/2023
SKODA,SKODA OCTAVIA,51977.0,Essence,Boite de vitesse automatique,150,2,Berline,Noir,Tissu ,122.0,Crit'Air 1,Oui,2023,35773.333333333336,09/12/2023
AUDI,AUDI TT,59651.0,Essence,Boite de vitesse automatique,197,3,Coupé,Blanc,Mi-cuir ,156.0,Crit'Air 1,Non,2020,52130.0,09/06/2020
HYUNDAI,HYUNDAI I10,56192.0,Essence,Boite de vitesse manuelle,87,2,Citadine,Gris,Tissu ,114.0,Crit'Air 1,Oui,2017,14900.0,09/05/2017
RENAULT,RENAULT CAPTUR,83660.0,Essence,Boite de vitesse automatique,140,3,SUV,Blanc,Mi-cuir ,135.0,Crit'Air 1,Oui,2021,30950.0,09/09/2021
RENAULT,RENAULT CAPTUR,51254.0,Diesel,Boite de vitesse automatique,90,2,SUV,Noir,Tissu ,101.0,Crit'Air 2,Non,2018,24100.0,09/03/2018
LAND ROVER,LAND ROVER EVOQUE,78435.0,Diesel,Boite de vitesse automatique,180,Inconnu,SUV,Gris,Cuir ,183.0,Crit'Air 2,Non,2020,51849.666666666664,09/10/2020
SEAT,SEAT ATECA,90150.0,Essence,Boite de vitesse automatique,150,2,SUV,Noir,Tissu ,124.0,Crit'Air 1,Non,2018,28750.0,09/08/2018
VOLKSWAGEN,VOLKSWAGEN POLO,65769.0,Essence,Boite de vitesse automatique,115,2,Citadine,Gris,Tissu ,142.0,Crit'Air 1,Unknown,2020,25010.0,09/10/2020
FORD,FORD RANGER,78230.0,Diesel,Boite de vitesse automatique,213,2,Pickup,Bleu,Cuir ,236.33333333333334,Crit'Air 2,Unknown,2021,47831.0,09/02/2021
JEEP,JEEP COMPASS,38819.0,Diesel,Boite de vitesse manuelle,131,2,SUV,Noir,Tissu ,137.0,Crit'Air 2,Oui,2021,39075.0,09/06/2021
VOLKSWAGEN,VOLKSWAGEN T-CROSS,63153.0,Essence,Boite de vitesse automatique,110,2,SUV,Bleu,Tissu ,146.0,Crit'Air 1,Oui,2021,29940.0,09/05/2021
PEUGEOT,PEUGEOT 508,34335.0,Diesel,Boite de vitesse automatique,131,Inconnu,Break,Gris,Mi-cuir ,124.0,Crit'Air 2,Non,2022,46720.0,09/06/2022
PEUGEOT,PEUGEOT 208,94704.0,Essence,Boite de vitesse manuelle,68,2,Citadine,Blanc,Tissu ,108.0,Crit'Air 1,Non,2017,15475.0,09/09/2017
PEUGEOT,PEUGEOT 3008,40261.0,Diesel,Boite de vitesse automatique,130,2,SUV,Noir,Mi-cuir ,101.0,Crit'Air 2,Non,2018,39050.0,09/09/2018
VOLKSWAGEN,VOLKSWAGEN GOLF VII,96836.0,Essence,Boite de vitesse manuelle,150,2,Berline,Gris,Tissu ,116.0,Crit'Air 1,Non,2017,32153.333333333332,09/08/2017
DS,CITROEN DS3,52163.0,Essence,Boite de vitesse manuelle,110,1,Citadine,Gris,Alcantara ,100.0,Crit'Air 1,Non,2018,23550.0,09/03/2018
DS,DS AUTOMOBILES DS3 CROSSBACK,74334.0,Essence,Boite de vitesse automatique,130,Inconnu,SUV,Rouge,Cuir ,109.0,Crit'Air 1,Non,2019,30100.0,09/02/2019
KIA,KIA PICANTO,33532.0,Essence,Boite de vitesse automatique,84,2,Citadine,Gris,Cuir ,124.0,Crit'Air 1,Non,2018,16300.0,09/09/2018
LEXUS,LEXUS UX-SERIE,32532.0,Hybride,Boite de vitesse automatique,184,2,SUV,Blanc,Cuir ,94.0,Crit'Air 1,Non,2020,42090.0,09/05/2020
FIAT,FIAT 500,78091.0,Essence,Boite de vitesse manuelle,69,3,Citadine,Noir,Tissu ,116.0,Crit'Air 1,Oui,2018,16530.333333333332,09/11/2018
VOLKSWAGEN,VOLKSWAGEN TIGUAN,51006.0,Diesel,Boite de vitesse manuelle,115,2,SUV,Bleu,Tissu ,123.0,Crit'Air 2,Non,2018,34060.0,09/07/2018
FIAT,FIAT 500,59354.0,Essence,Boite de vitesse manuelle,69,3,Citadine,Bleu,Mi-cuir ,109.0,Crit'Air 1,Non,2019,16390.0,09/06/2019
HYUNDAI,HYUNDAI TUCSON,50333.0,Diesel,Boite de vitesse automatique,136,2,SUV,Blanc,Alcantara ,146.0,Crit'Air 2,Non,2020,36200.0,09/09/2020
DACIA,DACIA SANDERO,27174.0,Essence,Boite de vitesse manuelle,91,2,Citadine,Bleu,Tissu ,128.0,Crit'Air 1,Non,2021,15590.0,09/02/2021
PEUGEOT,PEUGEOT 2008,82311.0,Diesel,Boite de vitesse automatique,120,2,SUV,Bleu,Mi-cuir ,101.0,Crit'Air 2,Non,2018,26800.0,09/10/2018
PEUGEOT,PEUGEOT 308,78687.0,Essence,Boite de vitesse manuelle,272,2,Berline,Noir,Mi-cuir ,139.0,Crit'Air 1,Non,2018,38700.0,09/06/2018
DACIA,DACIA DUSTER,53129.0,Diesel,Boite de vitesse manuelle,116,3,SUV,Gris,Tissu ,129.0,Crit'Air 2,Non,2020,20600.0,09/06/2020
KIA,KIA RIO,46328.0,Essence,Boite de vitesse manuelle,84,1,Citadine,Argent,Tissu ,126.0,Crit'Air 1,Non,2021,18273.333333333332,09/09/2021
PEUGEOT,PEUGEOT 108,26516.0,Essence,Boite de vitesse manuelle,69,2,Citadine,Violet,Tissu ,95.0,Crit'Air 1,Oui,2018,13600.0,09/01/2018
PEUGEOT,PEUGEOT 508,20411.0,Diesel,Boite de vitesse automatique,131,2,Berline,Gris,Mi-cuir ,122.0,Crit'Air 2,Non,2022,49256.0,09/01/2022
PEUGEOT,PEUGEOT 3008,36963.0,Essence,Boite de vitesse automatique,130,2,SUV,Bleu,Mi-cuir ,147.0,Crit'Air 1,Oui,2020,38756.666666666664,09/11/2020
PEUGEOT,PEUGEOT 2008,30876.0,Essence,Boite de vitesse automatique,131,2,SUV,Gris,Mi-cuir ,140.0,Crit'Air 1,Non,2020,29600.0,09/06/2020
BMW,BMW SÉRIE 1,82577.0,Essence,Boite de vitesse automatique,136,2,Berline,Bleu,Alcantara ,122.0,Crit'Air 1,Non,2017,35675.0,09/09/2017
SEAT,SEAT IBIZA,31591.0,Essence,Boite de vitesse automatique,110,1,Citadine,Bleu,Tissu ,129.5,Crit'Air 1,Unknown,2022,28675.0,09/02/2022
RENAULT,RENAULT CAPTUR,79984.0,Diesel,Boite de vitesse manuelle,90,2,SUV,Gris,Tissu ,111.0,Crit'Air 2,Non,2019,22800.0,09/03/2019
RENAULT,RENAULT CAPTUR,39385.0,Essence,Boite de vitesse manuelle,101,2,SUV,Gris,Mi-cuir ,137.5,Crit'Air 1,Unknown,2020,24300.0,09/01/2020
PEUGEOT,PEUGEOT 208,39431.0,Essence,Boite de vitesse manuelle,75,1,Citadine,Jaune,Tissu ,119.0,Crit'Air 1,Non,2022,18150.0,09/04/2022
SKODA,SKODA SUPERB,76935.0,Essence,Boite de vitesse automatique,150,2,Break,Gris,Tissu ,161.0,Crit'Air 1,Oui,2020,44640.0,09/11/2020
MERCEDES,MERCEDES-BENZ CLASSE A,71134.0,Diesel,Boite de vitesse automatique,150,3,Berline,Bleu,Mi-cuir ,130.0,Crit'Air 2,Unknown,2020,43475.0,09/09/2020
CITROEN,CITROEN C3,72135.0,Essence,Boite de vitesse manuelle,110,1,Citadine,Bleu,Tissu ,125.0,Crit'Air 1,Non,2020,23450.0,09/11/2020
CITROEN,CITROEN C4 GRAND SPACETOURER,91845.0,Diesel,Boite de vitesse automatique,131,2,Monospace,Gris,Cuir ,98.0,Crit'Air 2,Non,2019,45184.61538461538,09/10/2019
RENAULT,RENAULT CLIO,47981.0,Essence,Boite de vitesse automatique,130,2,Citadine,Bleu,Cuir ,119.0,Crit'Air 1,Non,2019,25600.0,09/09/2019
VOLKSWAGEN,VOLKSWAGEN T-ROC,29288.0,Essence,Boite de vitesse automatique,150,1,SUV,Gris,Tissu ,148.0,Crit'Air 1,Non,2020,31310.0,09/11/2020
VOLKSWAGEN,VOLKSWAGEN TIGUAN,99917.0,Essence,Boite de vitesse manuelle,125,3,SUV,Blanc,Tissu ,135.0,Crit'Air 1,Oui,2018,31900.0,09/01/2018
VOLKSWAGEN,VOLKSWAGEN GOLF VII,87243.0,Hybride,Boite de vitesse automatique,204,3,Berline,Gris,Alcantara ,38.0,Crit'Air 1,Non,2018,40950.0,09/10/2018
HYUNDAI,HYUNDAI TUCSON,96242.0,Diesel,Boite de vitesse manuelle,115,1,SUV,Blanc,Tissu ,119.0,Crit'Air 2,Non,2017,29150.0,09/09/2017
CITROEN,CITROEN C3,53997.0,Diesel,Boite de vitesse manuelle,102,3,Citadine,Blanc,Tissu ,95.0,Crit'Air 2,Oui,2019,20254.0,09/02/2019
VOLKSWAGEN,VOLKSWAGEN TIGUAN,64080.0,Diesel,Boite de vitesse automatique,150,2,SUV,Noir,Mi-cuir ,160.75,Crit'Air 2,Unknown,2022,52547.5,09/02/2022
NISSAN,NISSAN JUKE,1307.0,Hybride,Boite de vitesse automatique,143,1,SUV,Jaune,Mi-cuir ,108.0,Crit'Air 1,Non,2024,32633.333333333332,09/12/2024
PEUGEOT,PEUGEOT 2008,91805.0,Essence,Boite de vitesse automatique,110,2,SUV,Blanc,Mi-cuir ,114.0,Crit'Air 1,Non,2019,24800.0,09/06/2019
VOLKSWAGEN,VOLKSWAGEN GOLF VII,89349.0,Essence,Boite de vitesse automatique,150,2,Berline,Gris,Tissu ,145.0,Crit'Air 1,Unknown,2020,31580.0,09/06/2020
MINI,MINI MINI,26503.0,Essence,Boite de vitesse manuelle,75,2,Citadine,Noir,Tissu ,122.0,Crit'Air 1,Non,2019,20350.0,09/02/2019
CITROEN,CITROEN C5 AIRCROSS,74993.0,Essence,Boite de vitesse manuelle,131,3,SUV,Blanc,Tissu ,149.0,Crit'Air 1,Non,2020,27450.0,09/06/2020
MG,MG ZS,37140.0,Essence,Boite de vitesse manuelle,111,1,SUV,Bleu,Cuir ,149.0,Crit'Air 1,Non,2022,20990.0,09/10/2022
VOLKSWAGEN,VOLKSWAGEN UP!,92808.0,Essence,Boite de vitesse manuelle,75,1,Citadine,Gris,Tissu ,101.0,Crit'Air 1,Non,2018,15640.0,09/04/2018
PEUGEOT,PEUGEOT 3008,46293.0,Essence,Boite de vitesse automatique,130,Inconnu,SUV,Gris,Tissu ,109.0,Crit'Air 1,Non,2020,33558.75,09/05/2020
MITSUBISHI,MITSUBISHI SPACE STAR,701.0,Essence,Boite de vitesse manuelle,71,1,Citadine,Gris,Tissu ,112.0,Crit'Air 1,Non,2024,15190.0,09/10/2024
BMW,BMW X2,80183.0,Diesel,Boite de vitesse automatique,150,Inconnu,SUV,Gris,Tissu ,114.0,Crit'Air 2,Non,2020,49088.63636363636,09/01/2020
HYUNDAI,HYUNDAI TUCSON,31318.0,Hybride,Boite de vitesse automatique,265,2,SUV,Gris,Cuir ,31.0,Crit'Air 1,Oui,2021,52750.0,09/10/2021
SEAT,SEAT LEON,48066.0,Essence,Boite de vitesse automatique,150,3,Break,Bleu,Mi-cuir ,134.0,Crit'Air 1,Unknown,2021,39510.0,09/06/2021
CITROEN,CITROEN C5 AIRCROSS,46084.0,Diesel,Boite de vitesse automatique,131,Inconnu,SUV,Noir,Mi-cuir ,146.0,Crit'Air 2,Non,2023,42675.0,09/06/2023
VOLKSWAGEN,VOLKSWAGEN POLO,22345.0,Essence,Boite de vitesse automatique,95,2,Citadine,Gris,Tissu ,108.0,Crit'Air 1,Non,2018,20595.0,09/11/2018
RENAULT,RENAULT MÉGANE,99599.0,Essence,Boite de vitesse automatique,205,Inconnu,Berline,Blanc,Mi-cuir ,134.0,Crit'Air 1,Non,2017,33300.0,09/08/2017
AUDI,AUDI Q2,97593.0,Diesel,Boite de vitesse manuelle,116,2,SUV,Blanc,Tissu ,114.0,Crit'Air 2,Non,2017,37220.0,09/12/2016
SKODA,SKODA KAMIQ,51178.0,Essence,Boite de vitesse automatique,116,2,SUV,Bleu,Cuir ,138.0,Crit'Air 1,Non,2020,29150.0,09/11/2020
PEUGEOT,PEUGEOT 508,63287.0,Essence,Boite de vitesse automatique,181,1,Berline,Bleu,Cuir ,153.25,Crit'Air 1,Unknown,2021,46850.0,09/04/2021
HYUNDAI,HYUNDAI KONA,87824.0,Essence,Boite de vitesse manuelle,120,2,SUV,Blanc,Tissu ,125.0,Crit'Air 1,Non,2019,20450.0,09/01/2019
FIAT,FIAT 500X,76032.0,Essence,Boite de vitesse automatique,150,Inconnu,SUV,Bleu,Mi-cuir ,139.0,Crit'Air 1,Non,2019,26190.0,09/06/2019
DS,DS AUTOMOBILES DS3 CROSSBACK,18959.0,Essence,Boite de vitesse automatique,130,1,SUV,Blanc,Mi-cuir ,138.0,Crit'Air 1,Non,2022,33920.0,09/09/2022
TOYOTA,TOYOTA YARIS,41722.0,Hybride,Boite de vitesse automatique,116,2,Citadine,Rouge,Mi-cuir ,98.0,Crit'Air 1,Non,2021,23286.0,09/10/2021
PEUGEOT,PEUGEOT 2008,49187.0,Essence,Boite de vitesse automatique,130,2,SUV,Gris,Mi-cuir ,108.0,Crit'Air 1,Non,2019,24900.0,09/10/2019
VOLKSWAGEN,VOLKSWAGEN TIGUAN,73818.0,Diesel,Boite de vitesse automatique,150,2,SUV,Noir,Alcantara ,123.0,Crit'Air 2,Oui,2020,44745.0,09/02/2020
CITROEN,CITROEN BERLINGO,44365.0,Diesel,Boite de vitesse manuelle,102,1,Monospace,Gris,Tissu ,137.0,Crit'Air 2,Non,2021,28550.0,09/03/2021
MERCEDES,MERCEDES-BENZ CLASSE A,96798.0,Essence,Boite de vitesse automatique,136,4,Berline,Gris,Alcantara ,139.0,Crit'Air 1,Oui,2021,40175.0,09/03/2021
