marque,modele,kilometrage,carburant,transmission,puissance,nb_ancien_proprietaire,classe_vehicule,couleur,sellerie,emission_CO2,crit_air,usage_commerciale_anterieure,annee,prix_neuf,Mise_en_circulation
RENAULT,RENAULT SCENIC,70964.0,Essence,Boite de vitesse manuelle,130,3,Monospace,Orange,Mi-cuir ,129.0,Crit'Air 1,Non,2017,29900.0,09/09/2017
PEUGEOT,PEUGEOT 3008,30646.0,Hybride,Boite de vitesse automatique,225,Inconnu,SUV,Blanc,Mi-cuir ,31.0,Crit'Air 1,Non,2022,48035.0,09/02/2022
BMW,BMW SÉRIE 2,54891.0,Hybride,Boite de vitesse automatique,224,2,Monospace,Gris,Cuir ,42.0,Crit'Air 1,Non,2019,47500.0,09/11/2019
PEUGEOT,PEUGEOT 3008,52438.0,Diesel,Boite de vitesse automatique,130,Inconnu,SUV,Gris,Mi-cuir ,143.0,Crit'Air 2,Non,2023,41420.0,09/06/2023
DACIA,DACIA DUSTER,86722.0,Diesel,Boite de vitesse manuelle,116,Inconnu,SUV,Noir,Tissu ,108.0,Crit'Air 2,Non,2020,20600.0,09/02/2020
PEUGEOT,PEUGEOT 2008,66328.0,Essence,Boite de vitesse automatique,110,3,SUV,Gris,Mi-cuir ,110.0,Crit'Air 1,Non,2017,25900.0,09/02/2017
SEAT,SEAT ATECA,80817.0,Essence,Boite de vitesse manuelle,115,2,SUV,Blanc,Tissu ,110.0,Crit'Air 1,Non,2019,26650.0,09/10/2019
VOLKSWAGEN,VOLKSWAGEN T-CROSS,39785.0,Essence,Boite de vitesse automatique,110,3,SUV,Noir,Mi-cuir ,141.0,Crit'Air 1,Non,2022,26810.0,09/02/2022
BMW,BMW X1,58964.0,Essence,Boite de vitesse automatique,136,1,SUV,Blanc,Cuir ,149.0,Crit'Air 1,Non,2022,43550.0,09/04/2022
JEEP,JEEP RENEGADE,59771.0,Essence,Boite de vitesse manuelle,120,Inconnu,SUV,Noir,Tissu ,148.0,Crit'Air 1,Non,2020,28233.333333333332,09/11/2020
MERCEDES,MERCEDES-BENZ CLASSE B,91292.0,Diesel,Boite de vitesse automatique,116,3,Monospace,Gris,Tissu ,100.0,Crit'Air 2,Non,2019,36800.0,09/12/2019
MERCEDES,MERCEDES-BENZ GLA,30445.0,Hybride,Boite de vitesse automatique,218,2,SUV,Noir,Mi-cuir ,26.0,Crit'Air 1,Oui,2023,57025.0,09/11/2023
FORD,FORD FIESTA,27797.0,Essence,Boite de vitesse manuelle,125,2,Citadine,Blanc,Tissu ,115.0,Crit'Air 1,Non,2021,21496.666666666668,09/05/2021
OPEL,OPEL CROSSLAND X,92651.0,Essence,Boite de vitesse manuelle,110,3,SUV,Blanc,Tissu ,106.0,Crit'Air 1,Non,2019,23550.0,09/03/2019
FORD,FORD FIESTA,77509.0,Essence,Boite de vitesse manuelle,100,2,Citadine,Blanc,Tissu ,105.0,Crit'Air 1,Unknown,2019,18775.0,09/03/2019
RENAULT,RENAULT GRAND SCENIC,74168.0,Diesel,Boite de vitesse automatique,110,2,Monospace,Bleu,Mi-cuir ,104.0,Crit'Air 2,Oui,2017,33800.0,09/05/2017
FIAT,FIAT 500,89886.0,Essence,Boite de vitesse automatique,69,3,Citadine,Blanc,Cuir ,120.0,Crit'Air 1,Non,2019,18263.666666666668,09/03/2019
VOLKSWAGEN,VOLKSWAGEN T-CROSS,52449.0,Essence,Boite de vitesse manuelle,110,2,SUV,Gris,Tissu ,134.0,Crit'Air 1,Non,2021,25815.0,09/04/2021
PEUGEOT,PEUGEOT 2008,15311.0,Essence,Boite de vitesse manuelle,131,1,SUV,Gris,Mi-cuir ,125.0,Crit'Air 1,Non,2023,29520.0,09/04/2023
TOYOTA,TOYOTA YARIS CROSS,38357.0,Hybride,Boite de vitesse automatique,116,1,SUV,Gris,Tissu ,102.0,Crit'Air 1,Non,2023,29300.0,09/02/2023
AUDI,AUDI Q5,80798.0,Diesel,Boite de vitesse automatique,204,1,SUV,Noir,Cuir ,172.66666666666666,Crit'Air 2,Unknown,2020,67630.0,09/09/2020
HYUNDAI,HYUNDAI I20,45793.0,Essence,Boite de vitesse manuelle,102,3,Citadine,Blanc,Tissu ,125.0,Crit'Air 1,Non,2020,15500.0,09/08/2020
PEUGEOT,PEUGEOT 208,53554.0,Essence,Boite de vitesse manuelle,75,1,Citadine,Jaune,Tissu ,119.0,Crit'Air 1,Non,2021,17100.0,09/11/2021
SEAT,SEAT ARONA,72967.0,Essence,Boite de vitesse manuelle,95,4,SUV,Rouge,Tissu ,123.0,Crit'Air 1,Oui,2020,16900.0,09/09/2020
CITROEN,CITROEN BERLINGO,62688.0,Diesel,Boite de vitesse manuelle,131,2,Monospace,Rouge,Tissu ,114.0,Crit'Air 2,Non,2019,30525.0,09/12/2019
DACIA,DACIA DUSTER,80180.0,Diesel,Boite de vitesse manuelle,116,2,SUV,Orange,Tissu ,110.0,Crit'Air 2,Non,2019,19600.0,09/10/2019
PEUGEOT,PEUGEOT 308,47712.0,Diesel,Boite de vitesse automatique,130,2,Berline,Rouge,Mi-cuir ,123.0,Crit'Air 2,Non,2020,34525.0,09/05/2020
AUDI,AUDI A1,92119.0,Essence,Boite de vitesse automatique,95,4,Citadine,Blanc,Mi-cuir ,102.5,Crit'Air 1,Unknown,2017,25270.0,09/06/2017
PEUGEOT,PEUGEOT 208,32516.0,Essence,Boite de vitesse manuelle,75,2,Citadine,Jaune,Tissu ,119.0,Crit'Air 1,Non,2022,21420.0,09/07/2022
CITROEN,CITROEN C4,18563.0,Essence,Boite de vitesse automatique,131,2,Berline,Gris,Mi-cuir ,130.0,Crit'Air 1,Non,2022,33010.0,09/10/2022
JAGUAR,JAGUAR F-PACE,99023.0,Diesel,Boite de vitesse automatique,180,Inconnu,SUV,Noir,Mi-cuir ,139.0,Crit'Air 2,Non,2018,62350.0,09/07/2018
RENAULT,RENAULT TALISMAN,99980.0,Essence,Boite de vitesse automatique,160,2,Berline,Noir,Tissu ,136.0,Crit'Air 1,Oui,2021,39100.0,09/07/2021
PEUGEOT,PEUGEOT 2008,68110.0,Essence,Boite de vitesse automatique,110,2,SUV,Gris,Mi-cuir ,110.0,Crit'Air 1,Unknown,2017,23750.0,09/12/2017
VOLKSWAGEN,VOLKSWAGEN GOLF VIII,83287.0,Diesel,Boite de vitesse automatique,150,2,Berline,Noir,Tissu ,117.0,Crit'Air 2,Non,2020,37800.0,09/07/2020
AUDI,AUDI TT,7375.0,Essence,Boite de vitesse automatique,197,2,Coupé,Gris,Mi-cuir ,136.0,Crit'Air 1,Non,2019,52130.0,09/12/2019
VOLKSWAGEN,VOLKSWAGEN POLO,48322.0,Essence,Boite de vitesse automatique,110,1,Citadine,Bleu,Alcantara ,134.0,Crit'Air 1,Non,2022,25955.0,09/10/2022
SKODA,SKODA SCALA,16679.0,Essence,Boite de vitesse automatique,110,2,Berline,Noir,Tissu ,133.0,Crit'Air 1,Non,2023,33963.333333333336,09/05/2023
PEUGEOT,PEUGEOT 308,91154.0,Diesel,Boite de vitesse automatique,115,1,Berline,Blanc,Mi-cuir ,101.0,Crit'Air 2,Non,2018,32775.0,09/03/2018
FORD,FORD ECOSPORT,63024.0,Essence,Boite de vitesse manuelle,125,2,SUV,Rouge,Mi-cuir ,136.0,Crit'Air 1,Unknown,2020,23800.0,09/02/2020
KIA,KIA PICANTO,20513.0,Essence,Boite de vitesse automatique,84,2,Citadine,Gris,Tissu ,127.0,Crit'Air 1,Oui,2022,19790.0,09/06/2022
SKODA,SKODA SCALA,73722.0,Essence,Boite de vitesse automatique,150,2,Berline,Gris,Tissu ,110.0,Crit'Air 1,Non,2020,30990.0,09/06/2020
RENAULT,RENAULT TALISMAN,63395.0,Diesel,Boite de vitesse manuelle,110,3,Berline,Gris,Tissu ,95.0,Crit'Air 2,Non,2017,32700.0,09/06/2017
SEAT,SEAT ATECA,67089.0,Essence,Boite de vitesse automatique,150,2,SUV,Blanc,Mi-cuir ,127.0,Crit'Air 1,Oui,2019,34105.0,09/04/2019
AUDI,AUDI A4,46225.0,Essence,Boite de vitesse automatique,190,1,Break,Gris,Cuir ,137.0,Crit'Air 1,Non,2019,50220.0,09/01/2019
PEUGEOT,PEUGEOT 2008,47853.0,Essence,Boite de vitesse manuelle,131,2,SUV,Gris,Cuir ,102.0,Crit'Air 1,Oui,2019,23922.222222222223,09/12/2019
DACIA,DACIA DUSTER,33388.0,Diesel,Boite de vitesse manuelle,116,1,SUV,Noir,Tissu ,127.0,Crit'Air 2,Non,2021,21300.0,09/11/2021
BMW,BMW SÉRIE 3,85397.0,Diesel,Boite de vitesse automatique,190,2,Break,Blanc,Cuir ,142.0,Crit'Air 2,Oui,2020,56387.5,09/05/2020
VOLVO,VOLVO V40 CROSS COUNTRY,84601.0,Essence,Boite de vitesse automatique,152,2,Berline,Noir,Mi-cuir ,132.0,Crit'Air 1,Oui,2019,32840.0,09/02/2019
KIA,KIA RIO,30929.0,Essence,Boite de vitesse manuelle,100,3,Citadine,Bleu,Tissu ,125.0,Crit'Air 1,Oui,2021,19465.0,09/06/2021
BMW,BMW X2,39845.0,Hybride,Boite de vitesse automatique,220,1,SUV,Blanc,Mi-cuir ,41.0,Crit'Air 1,Non,2020,52750.0,09/11/2020
BMW,BMW SÉRIE 1,71014.0,Essence,Boite de vitesse automatique,136,Inconnu,Berline,Gris,Mi-cuir ,131.0,Crit'Air 1,Non,2021,39000.0,09/07/2021
VOLKSWAGEN,VOLKSWAGEN GOLF VII,97492.0,Essence,Boite de vitesse automatique,150,4,Break,Gris,Tissu ,109.0,Crit'Air 1,Unknown,2019,33775.0,09/09/2019
RENAULT,RENAULT CAPTUR,54888.0,Diesel,Boite de vitesse manuelle,116,2,SUV,Gris,Mi-cuir ,129.0,Crit'Air 2,Non,2020,26350.0,09/09/2020
MERCEDES,MERCEDES-BENZ CLASSE B,62438.0,Diesel,Boite de vitesse automatique,150,1,Monospace,Blanc,Mi-cuir ,133.0,Crit'Air 2,Non,2022,43216.666666666664,09/08/2022
PEUGEOT,PEUGEOT 3008,94663.0,Essence,Boite de vitesse automatique,130,2,SUV,Gris,Mi-cuir ,151.0,Crit'Air 1,Unknown,2019,35350.0,09/06/2019
RENAULT,RENAULT MÉGANE,60528.0,Essence,Boite de vitesse manuelle,140,2,Berline,Gris,Mi-cuir ,136.0,Crit'Air 1,Oui,2020,29233.333333333332,09/02/2020
AUDI,AUDI Q3,84388.0,Diesel,Boite de vitesse automatique,150,2,SUV,Gris,Mi-cuir ,133.0,Crit'Air 2,Non,2017,41960.0,09/04/2017
MITSUBISHI,MITSUBISHI SPACE STAR,34119.0,Essence,Boite de vitesse manuelle,71,2,Citadine,Gris,Tissu ,116.0,Crit'Air 1,Oui,2022,16715.0,09/11/2022
MERCEDES,MERCEDES-BENZ CLASSE A,76536.0,Essence,Boite de vitesse automatique,122,2,Berline,Gris,Mi-cuir ,126.0,Crit'Air 1,Unknown,2018,36150.0,09/03/2018
RENAULT,RENAULT TWINGO,16729.0,Essence,Boite de vitesse automatique,92,2,Citadine,Rouge,Tissu ,129.0,Crit'Air 1,Non,2020,17600.0,09/10/2020
SEAT,SEAT ARONA,11393.0,Essence,Boite de vitesse manuelle,95,1,SUV,Gris,Tissu ,124.0,Crit'Air 1,Non,2023,18770.0,09/10/2023
FIAT,FIAT 500,94595.0,Essence,Boite de vitesse manuelle,70,Inconnu,Citadine,Bleu,Mi-cuir ,106.0,Crit'Air 1,Non,2022,22051.764705882353,09/04/2022
PEUGEOT,PEUGEOT 508,74803.0,Essence,Boite de vitesse automatique,181,2,Break,Blanc,Mi-cuir ,114.0,Crit'Air 1,Non,2019,43100.0,09/10/2019
FIAT,FIAT PANDA,37565.0,Essence,Boite de vitesse manuelle,69,1,Citadine,Gris,Tissu ,119.0,Crit'Air 1,Non,2018,10823.333333333334,09/01/2018
AUDI,AUDI Q3,96458.0,Diesel,Boite de vitesse automatique,150,3,SUV,Blanc,Mi-cuir ,120.0,Crit'Air 2,Non,2019,51440.0,09/06/2019
OPEL,OPEL CROSSLAND X,77560.0,Essence,Boite de vitesse manuelle,130,1,SUV,Gris,Mi-cuir ,116.0,Crit'Air 1,Non,2018,27950.0,09/04/2018
RENAULT,RENAULT GRAND SCENIC,93558.0,Essence,Boite de vitesse manuelle,115,2,Monospace,Blanc,Tissu ,136.0,Crit'Air 1,Non,2019,28750.0,09/06/2019
RENAULT,RENAULT CLIO,10304.0,Diesel,Boite de vitesse manuelle,100,2,Citadine,Gris,Mi-cuir ,109.0,Crit'Air 2,Non,2022,23700.0,09/02/2022
MERCEDES,MERCEDES-BENZ CLASSE B,82437.0,Diesel,Boite de vitesse automatique,136,3,Monospace,Blanc,Tissu ,104.0,Crit'Air 2,Non,2017,34225.0,09/03/2017
SUZUKI,SUZUKI IGNIS,42686.0,Essence,Boite de vitesse manuelle,90,1,Citadine,Gris,Tissu ,104.0,Crit'Air 1,Non,2018,12990.0,09/09/2018
NISSAN,NISSAN MICRA,77278.0,Essence,Boite de vitesse manuelle,80,2,Citadine,Gris,Tissu ,115.0,Crit'Air 1,Non,2017,13500.0,09/02/2017
DACIA,DACIA SANDERO,5143.0,Essence,Boite de vitesse automatique,91,1,Citadine,Gris,Tissu ,140.0,Crit'Air 1,Non,2023,18000.0,09/03/2023
PEUGEOT,PEUGEOT 208,58720.0,Essence,Boite de vitesse manuelle,110,3,Citadine,Noir,Mi-cuir ,99.0,Crit'Air 1,Non,2017,21525.0,09/02/2017
RENAULT,RENAULT CLIO,65790.0,Essence,Boite de vitesse manuelle,90,2,Citadine,Gris,Tissu ,113.0,Crit'Air 1,Oui,2019,18904.0,09/05/2019
VOLKSWAGEN,VOLKSWAGEN T-ROC,16664.0,Essence,Boite de vitesse automatique,150,2,SUV,Gris,Alcantara ,144.0,Crit'Air 1,Oui,2024,47207.5,09/03/2024
PEUGEOT,PEUGEOT 2008,84313.0,Diesel,Boite de vitesse automatique,131,Inconnu,SUV,Gris,Tissu ,98.0,Crit'Air 2,Non,2020,31575.0,09/10/2020
TOYOTA,TOYOTA YARIS,26344.0,Hybride,Boite de vitesse automatique,116,2,Citadine,Blanc,Mi-cuir ,97.0,Crit'Air 1,Non,2021,23286.0,09/12/2021
VOLKSWAGEN,VOLKSWAGEN TIGUAN,51006.0,Diesel,Boite de vitesse manuelle,115,2,SUV,Bleu,Tissu ,123.0,Crit'Air 2,Non,2018,34060.0,09/07/2018
PEUGEOT,PEUGEOT 2008,75712.0,Essence,Boite de vitesse manuelle,101,2,SUV,Orange,Tissu ,127.0,Crit'Air 1,Non,2020,26128.333333333332,09/09/2020
OPEL,OPEL CORSA,99338.0,Essence,Boite de vitesse manuelle,90,2,Citadine,Blanc,Tissu ,120.0,Crit'Air 1,Non,2017,15900.0,09/10/2017
KIA,KIA NIRO,46851.0,Hybride,Boite de vitesse automatique,141,2,SUV,Gris,Mi-cuir ,105.0,Crit'Air 1,Non,2022,37246.666666666664,09/09/2022
PEUGEOT,PEUGEOT 5008,31461.0,Essence,Boite de vitesse automatique,130,1,SUV,Gris,Mi-cuir ,151.0,Crit'Air 1,Non,2021,45520.0,09/12/2021
ALFA ROMEO,ALFA ROMEO TONALE,34860.0,Essence,Boite de vitesse automatique,160,1,SUV,Noir,Mi-cuir ,135.0,Crit'Air 1,Non,2023,49500.0,09/04/2023
MAZDA,MAZDA CX-3,97134.0,Essence,Boite de vitesse automatique,150,3,SUV,Gris,Mi-cuir ,146.0,Crit'Air 1,Non,2018,31900.0,09/01/2018
PEUGEOT,PEUGEOT 3008,28334.0,Hybride,Boite de vitesse automatique,300,2,SUV,Gris,Mi-cuir ,30.0,Crit'Air 1,Non,2022,56400.0,09/10/2022
PEUGEOT,PEUGEOT 308,72090.0,Essence,Boite de vitesse manuelle,110,2,Berline,Gris,Tissu ,105.0,Crit'Air 1,Non,2017,23933.333333333332,09/04/2017
RENAULT,RENAULT KADJAR,69263.0,Diesel,Boite de vitesse automatique,115,Inconnu,SUV,Gris,Tissu ,113.0,Crit'Air 2,Non,2020,35450.0,09/02/2020
PEUGEOT,PEUGEOT 208,51921.0,Essence,Boite de vitesse manuelle,82,4,Citadine,Bleu,Tissu ,104.0,Crit'Air 1,Oui,2018,16800.0,09/05/2018
KIA,KIA PICANTO,53006.0,Essence,Boite de vitesse manuelle,67,4,Citadine,Gris,Tissu ,115.66666666666667,Crit'Air 1,Unknown,2021,13740.0,09/06/2021
MINI,MINI MINI,31519.0,Essence,Boite de vitesse manuelle,102,2,Citadine,Orange,Tissu ,122.0,Crit'Air 1,Non,2019,24910.0,09/07/2019
RENAULT,RENAULT CAPTUR,65082.0,Diesel,Boite de vitesse manuelle,116,1,SUV,Beige,Tissu ,111.0,Crit'Air 2,Non,2020,24450.0,09/02/2020
BMW,BMW X1,45601.0,Diesel,Boite de vitesse automatique,116,3,SUV,Noir,Mi-cuir ,107.0,Crit'Air 2,Oui,2019,42025.0,09/09/2019
ABARTH,ABARTH 500,29705.0,Essence,Boite de vitesse manuelle,145,1,Citadine,Noir,Tissu ,163.0,Crit'Air 1,Non,2020,21415.0,09/11/2020
NISSAN,NISSAN QASHQAI,90181.0,Diesel,Boite de vitesse automatique,115,Inconnu,SUV,Noir,Tissu ,109.0,Crit'Air 2,Non,2019,33950.0,09/04/2019
FORD,FORD MONDEO,80609.0,Diesel,Boite de vitesse automatique,150,2,Berline,Gris,Mi-cuir ,124.0,Crit'Air 2,Non,2020,39850.0,09/02/2020
FIAT,FIAT 500X,67565.0,Essence,Boite de vitesse manuelle,120,2,SUV,Noir,Cuir ,129.0,Crit'Air 1,Non,2019,23190.0,09/12/2019
RENAULT,RENAULT CLIO,93274.0,Essence,Boite de vitesse automatique,118,3,Break,Noir,Tissu ,120.0,Crit'Air 1,Non,2018,23450.0,09/02/2018
CITROEN,CITROEN C3 AIRCROSS,96212.0,Diesel,Boite de vitesse manuelle,100,2,SUV,Gris,Tissu ,104.0,Crit'Air 2,Non,2020,22900.0,09/01/2020
AUDI,AUDI Q2,6436.0,Essence,Boite de vitesse automatique,150,Inconnu,SUV,Rouge,Tissu ,147.0,Crit'Air 1,Non,2023,39904.28571428572,09/07/2023
MERCEDES,MERCEDES-BENZ CLASSE B,78326.0,Essence,Boite de vitesse automatique,156,3,Monospace,Gris,Cuir ,142.0,Crit'Air 1,Oui,2018,37550.0,09/11/2018
SEAT,SEAT LEON,86166.0,Essence,Boite de vitesse manuelle,110,2,Berline,Blanc,Cuir ,114.0,Crit'Air 1,Unknown,2018,23725.0,09/04/2018
BMW,BMW X2,85616.0,Diesel,Boite de vitesse automatique,150,2,SUV,Or,Mi-cuir ,143.0,Crit'Air 2,Non,2021,50010.0,09/02/2021
PEUGEOT,PEUGEOT 2008,56291.0,Essence,Boite de vitesse automatique,131,2,SUV,Blanc,Mi-cuir ,140.0,Crit'Air 1,Oui,2020,29600.0,09/07/2020
TOYOTA,TOYOTA RAV 4,65729.0,Hybride,Boite de vitesse automatique,218,1,SUV,Noir,Mi-cuir ,131.0,Crit'Air 1,Non,2021,47000.0,09/04/2021
TOYOTA,TOYOTA C-HR,53148.0,Hybride,Boite de vitesse automatique,184,1,SUV,Bleu,Tissu ,118.0,Crit'Air 1,Non,2020,32940.0,09/05/2020
MERCEDES,MERCEDES-BENZ CLASSE B,87589.0,Essence,Boite de vitesse automatique,163,4,Monospace,Gris,Mi-cuir ,132.33333333333334,Crit'Air 1,Unknown,2019,42000.0,09/02/2019
DS,DS AUTOMOBILES DS3 CROSSBACK,53714.0,Diesel,Boite de vitesse automatique,130,2,SUV,Gris,Cuir ,127.0,Crit'Air 2,Non,2022,39200.0,09/04/2022
BMW,BMW SÉRIE 2,63748.0,Essence,Boite de vitesse automatique,136,Inconnu,Berline,Gris,Mi-cuir ,155.0,Crit'Air 1,Non,2021,42400.0,09/04/2021
FIAT,FIAT PANDA,25403.0,Essence,Boite de vitesse manuelle,70,2,Citadine,Blanc,Tissu ,118.0,Crit'Air 1,Non,2021,13300.0,09/06/2021
OPEL,OPEL GRANDLAND X,95366.0,Diesel,Boite de vitesse manuelle,120,2,SUV,Noir,Mi-cuir ,104.0,Crit'Air 2,Non,2018,30450.0,09/06/2018
DACIA,DACIA DUSTER,73285.0,Diesel,Boite de vitesse manuelle,116,2,SUV,Marron,Tissu ,110.0,Crit'Air 2,Non,2019,19600.0,09/09/2019
DACIA,DACIA DUSTER,16070.0,Essence,Boite de vitesse manuelle,130,Inconnu,SUV,Blanc,Tissu ,141.0,Crit'Air 1,Non,2023,22300.0,09/02/2023
PEUGEOT,PEUGEOT 2008,81299.0,Essence,Boite de vitesse automatique,110,Inconnu,SUV,Gris,Mi-cuir ,114.0,Crit'Air 1,Non,2019,24800.0,09/05/2019
AUDI,AUDI A1,52516.0,Essence,Boite de vitesse manuelle,116,Inconnu,Citadine,Noir,Tissu ,111.0,Crit'Air 1,Non,2020,26780.0,09/02/2020
AUDI,AUDI A3,45922.0,Essence,Boite de vitesse automatique,150,2,Berline,Gris,Mi-cuir ,135.0,Crit'Air 1,Non,2022,38690.0,09/03/2022
LEXUS,LEXUS UX-SERIE,75021.0,Essence,Boite de vitesse automatique,184,Inconnu,SUV,Noir,Tissu ,94.0,Crit'Air 1,Non,2019,40440.0,09/05/2019
MERCEDES,MERCEDES-BENZ CLA,97503.0,Diesel,Boite de vitesse automatique,177,4,Break,Noir,Mi-cuir ,108.0,Crit'Air 2,Non,2017,50075.0,09/10/2017
FORD,FORD FOCUS,95013.0,Diesel,Boite de vitesse automatique,150,2,Berline,Noir,Tissu ,113.0,Crit'Air 2,Non,2020,33216.666666666664,09/12/2019
FIAT,FIAT 500X,68033.0,Diesel,Boite de vitesse manuelle,120,2,SUV,Beige,Tissu ,124.0,Crit'Air 2,Non,2019,24338.0,09/03/2019
KIA,KIA PICANTO,25247.0,Essence,Boite de vitesse manuelle,67,3,Citadine,Gris,Tissu ,115.0,Crit'Air 1,Non,2022,14394.0,09/02/2022
SUZUKI,SUZUKI SWIFT,12969.0,Essence,Boite de vitesse manuelle,83,1,Citadine,Rouge,Tissu ,106.0,Crit'Air 1,Non,2023,19170.0,09/10/2023
RENAULT,RENAULT TWINGO,54899.0,Essence,Boite de vitesse manuelle,65,1,Citadine,Noir,Tissu ,116.0,Crit'Air 1,Non,2020,12025.0,09/12/2020
RENAULT,RENAULT KADJAR,86067.0,Essence,Boite de vitesse manuelle,140,2,SUV,Bleu,Tissu ,135.0,Crit'Air 1,Non,2018,30750.0,09/12/2018
SKODA,SKODA FABIA,85089.0,Essence,Boite de vitesse manuelle,95,2,Citadine,Blanc,Tissu ,101.0,Crit'Air 1,Non,2018,16790.0,09/06/2018
PEUGEOT,PEUGEOT 5008,31461.0,Essence,Boite de vitesse automatique,130,1,SUV,Gris,Mi-cuir ,151.0,Crit'Air 1,Non,2021,45520.0,09/12/2021
FORD,FORD KUGA,29021.0,Hybride,Boite de vitesse automatique,225,2,SUV,Blanc,Mi-cuir ,32.0,Crit'Air 1,Non,2020,43666.666666666664,09/06/2020
PEUGEOT,PEUGEOT 5008,80166.0,Essence,Boite de vitesse automatique,130,2,SUV,Gris,Mi-cuir ,109.0,Crit'Air 1,Non,2019,37337.5,09/12/2019
MERCEDES,MERCEDES-BENZ CLASSE GLC,92829.0,Hybride,Boite de vitesse automatique,320,2,SUV,Gris,Cuir ,63.0,Crit'Air 1,Non,2020,66950.0,09/07/2020
PEUGEOT,PEUGEOT 2008,64747.0,Essence,Boite de vitesse automatique,131,1,SUV,Blanc,Mi-cuir ,134.0,Crit'Air 1,Non,2022,31970.0,09/05/2022
NISSAN,NISSAN QASHQAI,53138.0,Essence,Boite de vitesse automatique,160,Inconnu,SUV,Violet,Tissu ,125.0,Crit'Air 1,Non,2019,33992.857142857145,09/05/2019
FORD,FORD EDGE,56814.0,Diesel,Boite de vitesse automatique,238,2,SUV,Blanc,Cuir ,177.0,Crit'Air 2,Oui,2019,56900.0,09/09/2019
BMW,BMW X1,99170.0,Diesel,Boite de vitesse automatique,150,2,SUV,Gris,Tissu ,118.0,Crit'Air 2,Unknown,2017,45950.0,09/01/2017
ALFA ROMEO,ALFA ROMEO GIULIETTA,58253.0,Diesel,Boite de vitesse automatique,170,2,Berline,Gris,Alcantara ,145.0,Crit'Air 2,Non,2021,37900.0,09/01/2021
RENAULT,RENAULT MÉGANE,70655.0,Essence,Boite de vitesse manuelle,100,3,Break,Rouge,Tissu ,120.0,Crit'Air 1,Oui,2018,23200.0,09/05/2018
MERCEDES,MERCEDES-BENZ CLASSE A,34108.0,Essence,Boite de vitesse automatique,163,2,Berline,Gris,Mi-cuir ,138.0,Crit'Air 1,Oui,2022,42100.0,09/09/2022
AUDI,AUDI Q2,51000.0,Essence,Boite de vitesse automatique,150,3,SUV,Blanc,Mi-cuir ,151.0,Crit'Air 1,Oui,2020,38808.0,09/07/2020
RENAULT,RENAULT KANGOO,82942.0,Essence,Boite de vitesse automatique,115,2,Monospace,Gris,Tissu ,144.0,Crit'Air 1,Non,2017,24450.0,09/03/2017
RENAULT,RENAULT MÉGANE,35099.0,Essence,Boite de vitesse automatique,140,2,Berline,Marron,Cuir ,137.0,Crit'Air 1,Non,2021,32083.333333333332,09/03/2021
PEUGEOT,PEUGEOT 208,39431.0,Essence,Boite de vitesse manuelle,75,1,Citadine,Jaune,Tissu ,119.0,Crit'Air 1,Non,2022,18150.0,09/04/2022
AUDI,AUDI A3,20364.0,Essence,Boite de vitesse automatique,150,1,Berline,Gris,Tissu ,130.0,Crit'Air 1,Non,2023,38790.0,09/06/2023
NISSAN,NISSAN X-TRAIL,90866.0,Diesel,Boite de vitesse automatique,130,4,SUV,Noir,Tissu ,139.0,Crit'Air 2,Oui,2018,35850.0,09/08/2018
FIAT,FIAT 500,56365.0,Essence,Boite de vitesse manuelle,85,2,Citadine,Blanc,Tissu ,90.0,Crit'Air 1,Oui,2018,18430.333333333332,09/06/2018
RENAULT,RENAULT CLIO,35749.0,Hybride,Boite de vitesse automatique,140,2,Citadine,Gris,Mi-cuir ,99.0,Crit'Air 1,Non,2021,27550.0,09/10/2021
HONDA,HONDA HR-V,45382.0,Hybride,Boite de vitesse automatique,131,1,SUV,Gris,Mi-cuir ,122.0,Crit'Air 1,Non,2022,38090.0,09/05/2022
DACIA,DACIA JOGGER,28950.0,Essence,Boite de vitesse manuelle,110,2,Break,Gris,Tissu ,130.0,Crit'Air 1,Oui,2022,21525.0,09/06/2022
DACIA,DACIA SANDERO,43125.0,Essence,Boite de vitesse manuelle,90,2,Citadine,Gris,Mi-cuir ,115.0,Crit'Air 1,Non,2017,12920.0,09/07/2017
CITROEN,CITROEN C3 AIRCROSS,70153.0,Diesel,Boite de vitesse automatique,120,2,SUV,Gris,Mi-cuir ,134.0,Crit'Air 2,Oui,2022,30700.0,09/07/2022
PEUGEOT,PEUGEOT 3008,36848.0,Diesel,Boite de vitesse automatique,130,2,SUV,Gris,Mi-cuir ,143.0,Crit'Air 2,Oui,2023,41420.0,09/02/2023
OPEL,OPEL CROSSLAND X,41859.0,Diesel,Boite de vitesse manuelle,102,2,SUV,Rouge,Mi-cuir ,125.0,Crit'Air 2,Non,2021,26133.333333333332,09/02/2021
KIA,KIA NIRO,79324.0,Hybride,Boite de vitesse automatique,141,2,SUV,Noir,Mi-cuir ,29.0,Crit'Air 1,Non,2019,39520.0,09/05/2019
PEUGEOT,PEUGEOT 3008,9775.0,Essence,Boite de vitesse manuelle,130,Inconnu,SUV,Gris,Mi-cuir ,138.0,Crit'Air 1,Non,2023,37620.0,09/01/2024
FORD,FORD ECOSPORT,99437.0,Essence,Boite de vitesse manuelle,125,3,SUV,Gris,Tissu ,125.0,Crit'Air 1,Non,2017,21575.0,09/05/2017
